;position;squad;minutes;xg_per90;shoots_on_t_x_game;passes_x_game;dribbles_x_game;goals
963;9;3;957.0;0.4;0.3333333333333333;0.5555555555555556;0.5;0.0
964;7;3;95.0;0.03;0.0;1.0;3.5;0.0
965;1;3;396.0;0.07;0.45454545454545453;0.6363636363636364;0.7272727272727273;0.0
966;1;3;1759.0;0.05;0.2;4.0;1.15;2.0
967;3;8;582.0;0.04;0.0;5.285714285714286;0.14285714285714285;0.0
968;6;3;1674.0;0.03;0.0;4.521739130434782;0.782608695652174;0.0
969;3;3;825.0;0.01;0.0;1.2727272727272727;0.18181818181818182;0.0
971;4;3;1336.0;0.1;0.42105263157894735;1.368421052631579;1.5263157894736843;1.0
972;6;6;1588.0;0.08;0.23809523809523808;2.7142857142857144;0.5238095238095238;2.0
973;6;3;1515.0;0.01;0.15;5.05;0.05;0.0
974;3;8;351.0;0.03;0.5;3.5;0.0;1.0
975;3;7;1594.0;0.05;0.3157894736842105;2.6842105263157894;0.15789473684210525;3.0
976;6;8;2612.0;0.19;0.3870967741935484;2.7419354838709675;0.3548387096774194;4.0
977;8;3;1896.0;0.23;0.56;1.92;1.04;4.0
978;9;3;19.0;0.37;0.0;1.0;1.0;0.0
979;6;6;2731.0;0.05;0.22857142857142856;4.2;0.8857142857142857;1.0
980;8;3;579.0;0.37;0.25;0.6875;1.25;1.0
981;3;3;925.0;0.05;0.08333333333333333;2.5833333333333335;0.3333333333333333;0.0
982;5;3;81.0;0.08;0.5;0.5;0.5;0.0
983;1;3;1169.0;0.08;0.4375;2.4375;0.8125;1.0
984;9;3;1160.0;0.42;0.6;1.0666666666666667;0.4;5.0
985;7;3;963.0;0.25;0.23529411764705882;0.8823529411764706;0.5294117647058824;2.0
986;3;7;2116.0;0.07;0.19230769230769232;2.0384615384615383;0.11538461538461539;0.0
987;9;2;1636.0;0.51;0.6551724137931034;0.20689655172413793;0.4827586206896552;7.0
988;3;5;426.0;0.01;0.2;2.0;0.0;1.0
989;8;2;914.0;0.15;0.2608695652173913;0.6521739130434783;0.6086956521739131;0.0
990;6;8;1664.0;0.2;0.14285714285714285;3.0357142857142856;0.42857142857142855;1.0
991;3;2;667.0;0.0;0.0;1.25;0.375;0.0
992;6;5;2041.0;0.06;0.22580645161290322;2.032258064516129;0.6774193548387096;2.0
993;8;2;118.0;0.02;0.0;0.3333333333333333;0.5;0.0
994;8;2;476.0;0.07;0.2;1.3;0.8;0.0
995;6;2;2637.0;0.06;0.06451612903225806;3.3225806451612905;0.7096774193548387;0.0
996;3;2;3055.0;0.04;0.2;3.5428571428571427;0.22857142857142856;0.0
998;6;6;1247.0;0.31;0.4090909090909091;2.4545454545454546;0.5909090909090909;5.0
999;8;2;2343.0;0.29;0.7;1.6;1.4333333333333333;9.0
1000;3;2;2621.0;0.05;0.13333333333333333;2.8666666666666667;0.9666666666666667;1.0
1001;7;5;845.0;0.03;0.07142857142857142;1.0714285714285714;0.7857142857142857;0.0
1002;1;6;1228.0;0.07;0.11764705882352941;2.2941176470588234;0.7058823529411765;1.0
1003;3;2;1049.0;0.0;0.0;2.8666666666666667;0.4;0.0
1005;9;2;2797.0;0.29;0.6857142857142857;1.457142857142857;1.0;8.0
1006;4;8;34.0;0.0;0.0;0.0;0.0;0.0
1007;3;4;2778.0;0.04;0.0625;1.875;0.78125;1.0
1009;4;2;158.0;0.03;0.0;1.0;0.3333333333333333;0.0
1010;8;2;497.0;0.56;0.4117647058823529;0.29411764705882354;0.5294117647058824;3.0
1011;6;6;591.0;0.07;0.1;2.0;2.8;1.0
1012;3;1;1152.0;0.04;0.0;2.6;1.1333333333333333;0.0
1013;6;6;1160.0;0.22;0.2857142857142857;1.4285714285714286;0.7142857142857143;3.0
1014;8;1;40.0;0.34;0.0;1.5;1.5;0.0
1015;3;6;201.0;0.01;0.0;1.25;0.0;0.0
1016;3;4;2211.0;0.05;0.07407407407407407;3.5925925925925926;0.0;1.0
1017;9;1;3105.0;0.4;0.6486486486486487;0.8378378378378378;0.8378378378378378;9.0
1018;3;1;2023.0;0.01;0.0;2.3333333333333335;1.0833333333333333;0.0
1019;6;1;1567.0;0.0;0.08695652173913043;2.5652173913043477;0.21739130434782608;0.0
1021;6;5;2352.0;0.08;0.3103448275862069;3.1379310344827585;0.896551724137931;2.0
1022;9;1;473.0;0.21;0.2;0.7;0.6;1.0
1023;8;1;467.0;0.21;0.3;0.6;0.8;0.0
1024;3;4;2299.0;0.06;0.038461538461538464;2.4615384615384617;0.19230769230769232;0.0
1025;8;1;731.0;0.06;0.14285714285714285;1.5;0.2857142857142857;0.0
1026;6;1;1523.0;0.05;0.0;1.76;0.44;0.0
1027;7;4;1284.0;0.21;0.25;2.0625;0.625;2.0
1028;3;1;240.0;0.0;0.0;3.6666666666666665;0.3333333333333333;0.0
1029;1;5;663.0;0.12;0.08333333333333333;1.75;0.08333333333333333;1.0
1031;8;1;672.0;0.06;0.07692307692307693;2.4615384615384617;0.6153846153846154;0.0
1032;3;1;2610.0;0.0;0.03225806451612903;2.0;0.6451612903225806;0.0
1033;6;5;1125.0;0.03;0.125;2.5416666666666665;0.25;0.0
1034;8;1;167.0;0.01;0.25;0.25;0.75;0.0
1035;9;1;768.0;0.47;1.25;0.5;0.6666666666666666;5.0
1036;6;1;142.0;0.0;0.0;0.5;1.5;0.0
1037;5;1;555.0;0.09;0.09090909090909091;0.36363636363636365;0.09090909090909091;0.0
1038;3;1;723.0;0.02;0.09090909090909091;1.9090909090909092;1.4545454545454546;0.0
1039;7;1;1543.0;0.09;0.25;2.6666666666666665;1.375;1.0
1040;8;1;549.0;0.1;0.5;1.0;0.1;0.0
1041;8;1;629.0;0.02;0.06666666666666667;0.3333333333333333;1.4;0.0
1042;6;1;1993.0;0.24;0.6956521739130435;5.434782608695652;2.347826086956522;4.0
1043;8;1;690.0;0.11;0.4444444444444444;2.0;0.8888888888888888;1.0
1044;7;8;2669.0;0.26;0.8235294117647058;5.411764705882353;1.5;11.0
1045;7;8;1162.0;0.16;0.5238095238095238;1.8571428571428572;3.4285714285714284;4.0
1046;3;8;45.0;0.0;0.0;0.0;0.0;0.0
1047;3;2;1778.0;0.03;0.14285714285714285;1.4761904761904763;0.42857142857142855;1.0
1048;9;8;717.0;0.5;0.36363636363636365;0.36363636363636365;0.7272727272727273;3.0
1049;6;8;11.0;0.0;0.0;0.0;0.0;0.0
1050;3;7;500.0;0.02;0.125;1.375;0.125;0.0
1051;9;8;2683.0;0.67;1.4242424242424243;0.9393939393939394;0.8181818181818182;29.0
1052;6;8;2882.0;0.08;0.25;6.833333333333333;0.9722222222222222;2.0
1053;1;8;1355.0;0.1;0.1;0.8333333333333334;1.5;1.0
1054;3;3;90.0;0.0;0.0;1.0;7.0;0.0
1055;6;1;2282.0;0.09;0.2413793103448276;3.5172413793103448;0.8620689655172413;1.0
1056;7;8;387.0;0.29;0.4444444444444444;0.6666666666666666;0.4444444444444444;3.0
1057;9;8;66.0;0.0;0.0;0.0;2.0;0.0
1058;6;5;2543.0;0.08;0.125;2.625;1.03125;2.0
1059;3;4;2534.0;0.01;0.034482758620689655;3.7586206896551726;0.5172413793103449;0.0
1061;3;7;720.0;0.13;0.5;3.0;0.125;1.0
1062;3;5;1201.0;0.02;0.0;1.2941176470588236;0.0;0.0
1063;8;3;1622.0;0.18;0.6;0.6333333333333333;1.2333333333333334;2.0
1065;9;3;1445.0;0.31;0.6363636363636364;0.5454545454545454;0.7727272727272727;4.0
1066;9;3;1671.0;0.25;0.39285714285714285;0.5;0.39285714285714285;2.0
1067;3;7;230.0;0.0;0.0;2.8;0.0;0.0
1070;3;4;2463.0;0.04;0.07142857142857142;3.357142857142857;0.2857142857142857;0.0
1071;6;3;2370.0;0.19;0.5172413793103449;3.6206896551724137;1.6896551724137931;5.0
1072;3;3;1394.0;0.02;0.10526315789473684;1.7894736842105263;0.6842105263157895;0.0
1073;6;3;1441.0;0.05;0.24;2.36;0.28;1.0
1074;3;4;2165.0;0.03;0.0;3.04;0.56;0.0
1075;6;3;231.0;0.0;0.0;1.5;0.16666666666666666;0.0
1076;3;6;316.0;0.02;0.0;2.5;1.25;0.0
1077;6;3;2513.0;0.01;0.03225806451612903;4.548387096774194;1.064516129032258;0.0
1078;8;3;1421.0;0.03;0.08695652173913043;1.2608695652173914;1.6521739130434783;0.0
1079;3;3;2228.0;0.07;0.34615384615384615;3.3461538461538463;0.7692307692307693;2.0
1080;3;3;613.0;0.0;0.0;2.111111111111111;0.1111111111111111;0.0
1081;8;3;2005.0;0.14;0.4666666666666667;1.8666666666666667;1.9;2.0
1082;7;8;2538.0;0.05;0.17647058823529413;3.088235294117647;1.5294117647058822;2.0
1083;3;8;487.0;0.0;0.0;2.5;0.25;0.0
1084;7;8;10.0;2.15;0.0;0.0;0.0;0.0
1085;3;6;1570.0;0.04;0.047619047619047616;1.8571428571428572;0.0;0.0
1086;3;8;1853.0;0.01;0.041666666666666664;2.3333333333333335;1.0;0.0
1087;6;8;378.0;0.01;0.0;2.375;0.0;0.0
1088;7;8;587.0;0.06;0.14285714285714285;0.7142857142857143;0.7142857142857143;0.0
1089;3;8;1921.0;0.02;0.0;2.76;0.4;0.0
1090;7;8;1697.0;0.11;0.2571428571428571;0.7714285714285715;0.9428571428571428;3.0
1092;7;5;860.0;0.08;0.19047619047619047;2.0952380952380953;0.42857142857142855;2.0
1093;8;8;830.0;0.35;0.5238095238095238;0.42857142857142855;0.38095238095238093;3.0
1094;6;5;2769.0;0.02;0.09375;5.09375;0.4375;0.0
1095;6;5;2435.0;0.16;0.45714285714285713;2.8;1.2571428571428571;6.0
1096;3;4;2470.0;0.06;0.25;2.2142857142857144;0.07142857142857142;2.0
1097;7;8;2950.0;0.16;0.9722222222222222;3.388888888888889;2.0;12.0
1098;3;8;1451.0;0.0;0.0;3.789473684210526;0.10526315789473684;1.0
1099;6;8;2898.0;0.06;0.15151515151515152;3.4545454545454546;0.7272727272727273;0.0
1100;7;8;1324.0;0.4;0.5185185185185185;0.7037037037037037;0.5555555555555556;6.0
1102;6;4;438.0;0.24;0.18181818181818182;1.1818181818181819;2.090909090909091;2.0
1103;3;8;2306.0;0.01;0.03571428571428571;2.0357142857142856;0.32142857142857145;0.0
1104;9;8;249.0;0.44;0.25;0.16666666666666666;0.25;1.0
1105;9;8;22.0;0.13;0.25;0.25;0.75;0.0
1106;9;8;3247.0;0.43;0.7837837837837838;0.4864864864864865;0.5135135135135135;20.0
1107;3;6;76.0;0.0;0.0;0.0;0.0;0.0
1108;6;6;1582.0;0.17;0.5;2.6538461538461537;0.9615384615384616;9.0
1109;9;6;1281.0;0.47;0.6;0.4;0.44;6.0
1110;3;7;727.0;0.01;0.0;2.769230769230769;0.23076923076923078;0.0
1111;6;1;1209.0;0.26;0.5333333333333333;4.733333333333333;0.0;5.0
1112;3;4;2855.0;0.01;0.11764705882352941;2.411764705882353;0.4411764705882353;1.0
1113;3;6;1383.0;0.1;0.29411764705882354;3.0;0.058823529411764705;3.0
1114;6;6;1021.0;0.12;0.05263157894736842;1.5263157894736843;0.3157894736842105;1.0
1116;7;6;196.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.0
1117;7;6;1784.0;0.14;0.37037037037037035;0.4444444444444444;1.037037037037037;1.0
1118;6;6;2135.0;0.07;0.038461538461538464;3.5384615384615383;0.4230769230769231;0.0
1119;3;6;172.0;0.01;0.0;1.0;1.6666666666666667;0.0
1120;7;6;3053.0;0.25;0.6285714285714286;1.7142857142857142;2.4;10.0
1121;3;6;2021.0;0.01;0.0;2.217391304347826;0.7391304347826086;0.0
1122;9;6;960.0;0.34;0.47058823529411764;0.6470588235294118;0.6470588235294118;3.0
1123;8;6;29.0;0.0;0.0;0.0;0.0;0.0
1125;9;6;446.0;0.19;0.4444444444444444;0.4444444444444444;0.4444444444444444;1.0
1126;3;4;2416.0;0.01;0.10344827586206896;1.793103448275862;0.3448275862068966;0.0
1127;6;6;154.0;0.67;0.2;2.2;1.0;1.0
1128;9;6;268.0;0.1;0.3333333333333333;1.0;0.5;0.0
1129;3;6;1080.0;0.01;0.08333333333333333;4.25;1.3333333333333333;0.0
1130;9;6;595.0;0.29;0.5714285714285714;1.1428571428571428;0.14285714285714285;1.0
1132;9;8;1550.0;0.63;0.9130434782608695;0.8260869565217391;1.173913043478261;9.0
1133;7;3;1389.0;0.06;0.29411764705882354;2.7058823529411766;0.29411764705882354;1.0
1134;5;8;2215.0;0.27;0.8666666666666667;1.9333333333333333;2.6333333333333333;9.0
1135;2;8;1393.0;0.06;0.18181818181818182;2.590909090909091;0.3181818181818182;1.0
1136;8;8;1146.0;0.25;0.6666666666666666;1.0416666666666667;1.2916666666666667;1.0
1137;1;8;1595.0;0.09;0.23809523809523808;3.0952380952380953;0.6190476190476191;2.0
1138;3;4;2433.0;0.01;0.07142857142857142;2.142857142857143;0.4642857142857143;0.0
1139;8;8;2326.0;0.23;0.6470588235294118;1.2941176470588236;1.9705882352941178;9.0
1140;7;8;2144.0;0.17;0.4666666666666667;2.8333333333333335;1.2333333333333334;3.0
1141;3;8;1268.0;0.06;0.13043478260869565;2.0434782608695654;0.391304347826087;0.0
1142;3;1;235.0;0.09;0.0;1.0;0.0;0.0
1143;6;5;2183.0;0.01;0.10714285714285714;2.892857142857143;0.4642857142857143;0.0
1144;6;8;2564.0;0.07;0.2222222222222222;6.138888888888889;0.6666666666666666;2.0
1146;1;8;700.0;0.14;0.3333333333333333;1.75;0.08333333333333333;2.0
1148;7;8;116.0;0.85;0.42857142857142855;0.14285714285714285;0.0;1.0
1149;3;6;797.0;0.1;0.16666666666666666;2.9166666666666665;0.16666666666666666;1.0
1150;3;6;523.0;0.04;0.2857142857142857;1.2857142857142858;0.14285714285714285;0.0
1151;3;6;2102.0;0.02;0.041666666666666664;3.4166666666666665;0.16666666666666666;1.0
1152;8;8;2591.0;0.37;0.9032258064516129;1.3870967741935485;1.3870967741935485;14.0
1153;3;8;2115.0;0.12;0.038461538461538464;3.3076923076923075;0.7307692307692307;2.0
1154;1;8;195.0;0.0;0.0;2.0;0.0;0.0
1155;2;7;2405.0;0.04;0.1;3.933333333333333;0.3;0.0
1156;8;7;2017.0;0.17;0.47058823529411764;1.2647058823529411;1.7352941176470589;5.0
1157;7;7;307.0;0.1;0.18181818181818182;1.0;0.7272727272727273;1.0
1158;3;7;2055.0;0.01;0.07407407407407407;2.111111111111111;0.6666666666666666;0.0
1159;7;7;2288.0;0.08;0.25806451612903225;4.32258064516129;1.8387096774193548;1.0
1160;6;3;789.0;0.02;0.16666666666666666;2.9166666666666665;0.5;1.0
1161;3;8;2707.0;0.1;0.22580645161290322;4.129032258064516;0.3548387096774194;4.0
1162;1;7;162.0;0.15;0.2857142857142857;0.14285714285714285;0.7142857142857143;0.0
1163;8;7;1648.0;0.22;1.1111111111111112;1.0;1.0;4.0
1164;3;6;1258.0;0.05;0.2;4.533333333333333;0.3333333333333333;3.0
1166;6;2;2295.0;0.14;0.25;3.46875;0.78125;3.0
1167;2;7;2466.0;0.03;0.058823529411764705;4.5;0.9705882352941176;0.0
1169;3;7;1815.0;0.02;0.13043478260869565;2.652173913043478;1.6956521739130435;0.0
1170;6;7;2294.0;0.1;0.4838709677419355;4.451612903225806;1.096774193548387;3.0
1171;1;7;852.0;0.02;0.08333333333333333;1.1666666666666667;0.6666666666666666;0.0
1172;9;7;1183.0;0.36;0.7857142857142857;0.5;0.2857142857142857;5.0
1173;8;7;2841.0;0.26;0.75;1.4166666666666667;2.1944444444444446;13.0
1174;9;7;1100.0;0.25;0.17857142857142858;0.21428571428571427;0.5;2.0
1175;9;7;285.0;0.65;0.5;0.5;0.0;2.0
1176;3;5;1291.0;0.04;0.26666666666666666;1.4;0.2;0.0
1177;6;7;512.0;0.0;0.0;2.642857142857143;0.5;0.0
1178;6;8;640.0;0.06;0.0;2.5;0.2916666666666667;0.0
1179;3;8;1573.0;0.06;0.3157894736842105;3.473684210526316;0.8947368421052632;1.0
1180;6;8;2091.0;0.07;0.38461538461538464;5.115384615384615;0.6153846153846154;3.0
1181;1;8;174.0;0.0;0.0;1.6666666666666667;0.0;0.0
1182;7;8;1109.0;0.21;1.2857142857142858;5.714285714285714;2.7857142857142856;7.0
1183;3;6;884.0;0.01;0.0;3.0;0.08333333333333333;0.0
1184;9;8;2763.0;0.36;0.9459459459459459;1.7837837837837838;1.3243243243243243;15.0
1185;3;5;2212.0;0.03;0.11538461538461539;2.8076923076923075;0.07692307692307693;0.0
1186;6;8;5.0;2.31;0.0;0.0;19.0;0.0
1187;9;8;267.0;0.59;0.625;0.25;0.125;1.0
1189;3;1;1440.0;0.03;0.05555555555555555;2.1666666666666665;0.2777777777777778;0.0
1190;7;8;308.0;0.53;0.0;1.9166666666666667;0.5833333333333334;0.0
1191;2;1;2570.0;0.02;0.06666666666666667;2.933333333333333;0.5333333333333333;1.0
1192;8;8;2190.0;0.43;0.8620689655172413;1.4482758620689655;1.4827586206896552;10.0
1194;6;4;808.0;0.03;0.06666666666666667;3.0;0.26666666666666666;0.0
1195;3;8;1266.0;0.04;0.125;2.5625;0.4375;0.0
1196;9;8;10.0;0.0;0.0;0.0;37.0;0.0
1197;6;5;1521.0;0.05;0.21739130434782608;4.782608695652174;0.4782608695652174;3.0
1198;3;8;1940.0;0.03;0.09090909090909091;5.045454545454546;0.2727272727272727;1.0
1199;8;8;2907.0;0.68;1.8055555555555556;1.0;2.2222222222222223;32.0
1200;9;8;596.0;0.45;0.3333333333333333;0.3333333333333333;0.47619047619047616;1.0
1201;9;8;431.0;0.51;0.8888888888888888;0.6666666666666666;0.2222222222222222;2.0
1202;6;1;207.0;0.29;0.5;1.5;0.25;1.0
1203;6;8;7.0;0.0;0.0;1.0;0.0;0.0
1204;6;4;2084.0;0.01;0.15384615384615385;3.0;0.5769230769230769;1.0
1205;8;8;1271.0;0.21;0.43333333333333335;0.5333333333333333;0.8;4.0
1206;7;4;1528.0;0.15;0.3103448275862069;1.3103448275862069;0.9655172413793104;3.0
1207;8;8;2555.0;0.49;1.25;1.9722222222222223;1.4166666666666667;19.0
1208;3;2;2219.0;0.14;0.24;2.16;0.36;2.0
1209;7;8;2477.0;0.44;1.5;3.2333333333333334;1.9333333333333333;18.0
1210;6;4;3025.0;0.13;0.2571428571428571;5.885714285714286;0.37142857142857144;2.0
1211;9;8;33.0;0.0;0.0;0.5;0.0;0.0
1213;8;8;83.0;0.22;0.2857142857142857;0.14285714285714285;0.14285714285714285;0.0
1214;6;6;1947.0;0.11;0.2857142857142857;3.0714285714285716;0.5;2.0
1216;9;8;333.0;0.24;0.38461538461538464;0.5384615384615384;0.7692307692307693;1.0
1217;3;8;3106.0;0.06;0.3142857142857143;4.314285714285714;1.1142857142857143;3.0
1218;3;8;2121.0;0.04;0.18518518518518517;3.3333333333333335;1.2222222222222223;0.0
1219;3;8;2817.0;0.05;0.0625;1.28125;0.1875;0.0
1220;3;8;1813.0;0.05;0.08333333333333333;3.0;0.9166666666666666;1.0
1221;3;8;1608.0;0.03;0.13636363636363635;2.272727272727273;0.3181818181818182;1.0
1222;6;8;3132.0;0.04;0.02702702702702703;2.3783783783783785;0.35135135135135137;0.0
1223;9;8;2285.0;0.37;0.9354838709677419;1.7096774193548387;1.5806451612903225;13.0
1224;3;7;3146.0;0.03;0.11428571428571428;3.657142857142857;0.5428571428571428;1.0
1225;9;1;992.0;0.38;0.4;0.45;0.05;2.0
1226;3;7;1192.0;0.0;0.0;1.0714285714285714;0.07142857142857142;0.0
1227;8;1;233.0;0.1;0.18181818181818182;1.0;0.09090909090909091;0.0
1228;7;1;2049.0;0.15;0.38461538461538464;2.269230769230769;0.7307692307692307;4.0
1229;1;4;2452.0;0.02;0.03333333333333333;2.966666666666667;0.4666666666666667;0.0
1230;9;1;1601.0;0.27;0.56;0.68;0.68;4.0
1231;7;1;180.0;0.03;0.0;0.14285714285714285;0.14285714285714285;0.0
1232;6;4;1279.0;0.06;0.26666666666666666;3.2;0.8;0.0
1233;3;8;128.0;0.0;0.0;1.0;0.0;0.0
1234;3;5;1287.0;0.04;0.26666666666666666;3.6;0.26666666666666666;1.0
1235;9;1;736.0;0.17;0.23076923076923078;0.7692307692307693;0.6153846153846154;1.0
1236;6;1;1583.0;0.03;0.05;2.65;0.9;0.0
1237;7;1;220.0;0.07;0.2;1.0;0.8;0.0
1238;3;1;784.0;0.01;0.0;2.4;0.6;0.0
1239;6;1;1054.0;0.03;0.0;2.4;0.0;0.0
1240;7;1;667.0;0.14;0.08333333333333333;0.5833333333333334;0.5833333333333334;0.0
1241;3;7;1790.0;0.04;0.1;2.55;0.4;0.0
1242;7;1;560.0;0.0;0.5454545454545454;0.0;0.0;0.0
1243;8;1;798.0;0.11;0.5384615384615384;0.7692307692307693;1.1538461538461537;0.0
1245;6;2;2398.0;0.02;0.06666666666666667;3.4;0.2;0.0
1246;3;1;1107.0;0.01;0.21428571428571427;2.7142857142857144;0.35714285714285715;0.0
1248;8;1;1947.0;0.23;0.6538461538461539;1.1923076923076923;2.1153846153846154;5.0
1249;6;1;415.0;0.01;0.0;0.625;0.25;0.0
1250;3;1;3122.0;0.02;0.17142857142857143;3.342857142857143;0.5142857142857142;1.0
1251;7;1;490.0;0.12;0.2222222222222222;0.4444444444444444;2.111111111111111;0.0
1252;3;1;672.0;0.02;0.0;2.5;0.125;0.0
1254;6;5;233.0;0.3;1.0;0.3333333333333333;2.0;2.0
1255;3;6;1153.0;0.05;0.07692307692307693;1.3076923076923077;0.23076923076923078;1.0
1256;6;6;592.0;0.05;0.15384615384615385;0.8461538461538461;0.46153846153846156;0.0
1257;9;5;669.0;0.27;0.5;0.2857142857142857;0.14285714285714285;4.0
1258;8;5;1652.0;0.25;0.4;1.8;0.72;5.0
1259;1;5;2500.0;0.06;0.13793103448275862;2.6206896551724137;0.5862068965517241;1.0
1260;3;1;3229.0;0.04;0.16216216216216217;1.7567567567567568;0.35135135135135137;1.0
1261;1;5;2284.0;0.01;0.10344827586206896;1.8620689655172413;0.4827586206896552;0.0
1262;8;5;336.0;0.11;0.2;0.7;0.5;0.0
1263;6;5;802.0;0.05;0.36363636363636365;2.8181818181818183;0.45454545454545453;1.0
1264;2;5;2591.0;0.04;0.4;3.8333333333333335;1.5333333333333334;1.0
1265;3;5;2362.0;0.04;0.037037037037037035;2.5555555555555554;0.037037037037037035;1.0
1266;4;5;901.0;0.1;0.47058823529411764;0.7647058823529411;0.6470588235294118;2.0
1267;6;5;737.0;0.0;0.0;2.3636363636363638;0.18181818181818182;0.0
1268;9;5;232.0;0.21;0.125;0.125;0.0;0.0
1269;6;3;1670.0;0.03;0.13043478260869565;3.1739130434782608;0.5217391304347826;0.0
1270;7;5;957.0;0.14;0.22727272727272727;1.7727272727272727;0.6818181818181818;2.0
1272;4;5;256.0;0.05;0.125;0.375;0.75;0.0
1273;9;5;1409.0;0.36;0.625;0.5416666666666666;0.6666666666666666;4.0
1274;7;5;36.0;0.28;0.5;0.5;4.0;0.0
1275;6;6;458.0;0.07;0.1;1.3;0.8;1.0
1276;9;5;205.0;0.32;0.18181818181818182;0.0;0.0;0.0
1278;9;8;1963.0;0.76;1.52;0.8;1.24;21.0
1280;3;8;1349.0;0.06;0.30434782608695654;3.739130434782609;0.30434782608695654;3.0
1281;6;8;3073.0;0.17;1.0;6.054054054054054;1.0810810810810811;8.0
1282;6;6;1041.0;0.14;0.29411764705882354;3.2941176470588234;0.8235294117647058;2.0
1283;8;8;55.0;0.77;0.2;0.2;0.2;0.0
1285;6;8;2881.0;0.09;0.5882352941176471;9.352941176470589;0.4117647058823529;5.0
1286;7;4;440.0;0.02;0.2;1.4;1.0;0.0
1287;9;8;1668.0;0.71;1.103448275862069;0.7586206896551724;0.9310344827586207;13.0
1288;3;8;91.0;0.04;0.0;1.5;0.25;0.0
1289;3;5;2499.0;0.01;0.034482758620689655;2.310344827586207;0.1724137931034483;0.0
1290;3;5;570.0;0.1;0.125;3.0;0.125;0.0
1291;3;8;363.0;0.05;0.14285714285714285;2.4285714285714284;0.2857142857142857;0.0
1292;3;5;1440.0;0.08;0.0625;1.8125;0.0625;1.0
1293;9;8;2419.0;0.17;0.59375;0.625;1.96875;10.0
1294;8;8;1533.0;0.23;0.4;0.8285714285714286;0.7142857142857143;6.0
1295;6;8;2430.0;0.24;0.7586206896551724;6.206896551724138;0.5862068965517241;9.0
1296;9;8;2587.0;0.6;1.0;0.9696969696969697;1.393939393939394;18.0
1297;3;6;1875.0;0.05;0.08;2.12;0.04;1.0
1298;8;5;1333.0;0.08;0.2777777777777778;1.3333333333333333;0.6666666666666666;2.0
1299;3;8;2785.0;0.03;0.03125;7.28125;0.71875;0.0
1300;3;8;532.0;0.01;0.25;7.625;0.0;0.0
1301;3;2;1317.0;0.02;0.0;2.0;0.0;0.0
1302;3;5;1530.0;0.06;0.17647058823529413;2.3529411764705883;0.058823529411764705;1.0
1303;6;8;109.0;0.14;0.5;9.0;0.0;0.0
1304;3;8;444.0;0.0;0.0;1.25;0.0;0.0
1305;6;5;198.0;0.0;0.0;1.0;0.25;0.0
1307;6;5;2125.0;0.06;0.14814814814814814;2.111111111111111;0.7037037037037037;1.0
1308;3;5;865.0;0.01;0.0;1.9090909090909092;0.18181818181818182;0.0
1309;3;4;1125.0;0.03;0.07692307692307693;2.6923076923076925;0.38461538461538464;0.0
1310;7;8;1817.0;0.38;0.7272727272727273;1.9090909090909092;0.6060606060606061;8.0
1311;9;8;2867.0;0.43;1.2058823529411764;1.0294117647058822;1.088235294117647;16.0
1312;8;8;1582.0;0.38;0.5;1.2333333333333334;1.4333333333333333;9.0
1313;8;8;1922.0;0.14;0.35714285714285715;2.642857142857143;0.6785714285714286;3.0
1314;2;3;3168.0;0.11;0.1891891891891892;2.108108108108108;1.4324324324324325;3.0
1315;7;8;922.0;0.09;0.3333333333333333;2.533333333333333;1.0;1.0
1316;6;8;537.0;0.14;0.18181818181818182;1.9090909090909092;0.36363636363636365;1.0
1317;8;8;1813.0;0.22;0.5428571428571428;0.6857142857142857;1.1428571428571428;7.0
1318;3;3;1165.0;0.17;0.35714285714285715;2.5714285714285716;0.0;3.0
1320;8;8;1043.0;0.31;0.5;3.75;3.5833333333333335;2.0
1321;3;8;790.0;0.04;0.36363636363636365;3.3636363636363638;0.6363636363636364;0.0
1322;3;5;955.0;0.02;0.08333333333333333;1.75;0.0;0.0
1323;2;5;1583.0;0.01;0.0;1.7391304347826086;0.13043478260869565;0.0
1324;3;8;2740.0;0.02;0.0967741935483871;3.096774193548387;0.967741935483871;3.0
1325;3;8;2442.0;0.03;0.13333333333333333;3.8;0.7;2.0
1326;3;6;756.0;0.02;0.2222222222222222;2.2222222222222223;0.3333333333333333;0.0
1327;3;7;2193.0;0.02;0.18518518518518517;2.4074074074074074;1.2962962962962963;0.0
1328;1;7;43.0;0.0;0.0;0.6666666666666666;0.0;0.0
1329;6;7;64.0;0.61;0.3333333333333333;1.6666666666666667;1.0;1.0
1330;3;8;441.0;0.06;0.3333333333333333;2.8333333333333335;0.6666666666666666;1.0
1331;3;7;349.0;0.03;0.0;0.75;0.5;0.0
1332;9;7;2165.0;0.42;0.8285714285714286;0.5428571428571428;0.14285714285714285;9.0
1333;2;7;3019.0;0.1;0.6470588235294118;5.0588235294117645;0.7352941176470589;5.0
1334;1;7;455.0;0.03;0.16666666666666666;1.1666666666666667;0.3333333333333333;0.0
1336;8;7;873.0;0.52;0.5454545454545454;0.22727272727272727;0.7272727272727273;7.0
1337;8;7;2040.0;0.42;0.7096774193548387;1.2258064516129032;1.4193548387096775;9.0
1338;7;7;2347.0;0.31;0.5806451612903226;4.129032258064516;0.8709677419354839;6.0
1340;3;1;1241.0;0.06;0.2;1.0;0.2;1.0
