;position;squad;minutes;xg_per90;shoots_on_t_x_game;passes_x_game;dribbles_x_game;goals
0;8;4;1037.0;0.08;0.17391304347826086;1.2173913043478262;1.0434782608695652;1.0
1;3;8;2320.0;0.04;0.07407407407407407;3.037037037037037;0.37037037037037035;0.0
2;3;4;2138.0;0.02;0.041666666666666664;1.7083333333333333;0.4583333333333333;0.0
3;3;8;2189.0;0.05;0.24;4.72;0.24;1.0
4;6;4;2438.0;0.11;0.26666666666666666;3.066666666666667;0.5666666666666667;3.0
5;7;4;2315.0;0.21;0.7058823529411765;2.176470588235294;1.5;7.0
6;9;4;1210.0;0.25;0.7058823529411765;1.4705882352941178;0.11764705882352941;3.0
7;9;4;2436.0;0.32;0.7272727272727273;0.7575757575757576;1.0909090909090908;10.0
8;6;4;16.0;0.0;0.0;0.0;0.0;0.0
9;8;4;57.0;0.37;0.0;1.0;0.6666666666666666;0.0
10;3;8;2213.0;0.1;0.15384615384615385;6.076923076923077;0.3076923076923077;1.0
11;3;8;3066.0;0.08;0.17142857142857143;4.457142857142857;0.2857142857142857;5.0
12;6;8;2148.0;0.27;0.7777777777777778;6.62962962962963;2.2962962962962963;6.0
14;2;4;2440.0;0.13;0.3939393939393939;1.2121212121212122;1.5151515151515151;3.0
15;7;4;375.0;0.1;0.2;0.5;0.4;0.0
16;7;4;253.0;0.08;0.6;0.8;0.6;0.0
17;9;4;438.0;0.27;0.4;0.4;0.0;2.0
19;8;4;1474.0;0.19;0.4642857142857143;0.6428571428571429;0.7142857142857143;3.0
20;1;4;897.0;0.05;0.0;1.1666666666666667;0.3333333333333333;0.0
21;3;8;2262.0;0.06;0.038461538461538464;2.4615384615384617;0.07692307692307693;0.0
22;3;5;1710.0;0.03;0.10526315789473684;4.473684210526316;0.10526315789473684;0.0
23;6;4;7.0;0.0;0.0;0.0;0.0;0.0
24;1;4;397.0;0.21;0.07692307692307693;1.8461538461538463;0.0;1.0
26;7;4;543.0;0.07;0.058823529411764705;1.588235294117647;0.35294117647058826;0.0
27;6;4;105.0;0.25;0.0;2.3333333333333335;0.0;0.0
28;3;4;1630.0;0.01;0.05263157894736842;2.5789473684210527;0.21052631578947367;0.0
29;8;4;446.0;0.14;0.4166666666666667;1.0833333333333333;1.0;1.0
30;3;8;2631.0;0.1;0.16666666666666666;4.1;0.2;2.0
31;6;4;29.0;0.08;0.0;0.0;0.0;0.0
32;6;8;2261.0;0.1;0.6296296296296297;10.185185185185185;0.5925925925925926;5.0
33;8;4;1853.0;0.17;0.4827586206896552;1.1724137931034482;0.3448275862068966;3.0
34;7;4;47.0;0.0;0.0;0.6666666666666666;0.6666666666666666;0.0
36;3;4;2198.0;0.05;0.11538461538461539;1.9230769230769231;0.8846153846153846;1.0
37;2;4;617.0;0.05;0.09090909090909091;1.5454545454545454;0.18181818181818182;0.0
38;7;4;3084.0;0.14;0.5277777777777778;2.9166666666666665;2.0;6.0
39;9;4;2472.0;0.38;0.7575757575757576;0.45454545454545453;0.3333333333333333;13.0
40;9;4;23.0;0.0;0.0;0.0;0.0;0.0
41;8;4;1864.0;0.14;0.3783783783783784;0.5135135135135135;0.972972972972973;4.0
42;8;4;1032.0;0.2;0.46153846153846156;1.3846153846153846;1.6923076923076923;2.0
43;6;4;2948.0;0.03;0.11764705882352941;3.5294117647058822;0.7941176470588235;1.0
44;6;4;10.0;0.0;0.0;0.0;0.0;0.0
45;7;7;2753.0;0.1;0.4;5.371428571428571;0.8;4.0
46;3;4;2070.0;0.01;0.08695652173913043;2.9130434782608696;0.4782608695652174;1.0
47;3;4;1533.0;0.01;0.05555555555555555;2.388888888888889;0.6666666666666666;0.0
49;7;4;1882.0;0.14;0.39285714285714285;2.25;1.1785714285714286;2.0
50;4;4;144.0;0.01;0.3333333333333333;1.3333333333333333;0.6666666666666666;0.0
51;6;7;3155.0;0.09;0.25;4.194444444444445;1.2777777777777777;2.0
52;9;4;1023.0;0.17;0.2;0.5333333333333333;0.3333333333333333;1.0
53;6;8;1718.0;0.02;0.09090909090909091;8.772727272727273;1.3181818181818181;0.0
54;9;4;458.0;0.37;0.25;0.1875;0.0;1.0
55;8;4;176.0;0.04;0.1111111111111111;0.1111111111111111;0.0;0.0
56;7;4;437.0;0.05;0.38461538461538464;0.6153846153846154;0.6923076923076923;0.0
58;3;4;2970.0;0.02;0.09090909090909091;2.696969696969697;0.36363636363636365;0.0
59;6;8;1962.0;0.16;0.4444444444444444;3.925925925925926;2.6296296296296298;6.0
61;6;4;1055.0;0.21;0.35714285714285715;1.3571428571428572;0.21428571428571427;1.0
62;6;8;2994.0;0.02;0.14705882352941177;5.823529411764706;1.2352941176470589;1.0
63;6;8;2364.0;0.06;0.15151515151515152;5.151515151515151;0.7878787878787878;1.0
64;6;4;2591.0;0.01;0.06451612903225806;3.7419354838709675;0.45161290322580644;0.0
65;7;4;656.0;0.17;0.1;0.7;0.45;1.0
66;3;8;1551.0;0.06;0.30434782608695654;3.1739130434782608;0.7391304347826086;2.0
67;7;4;2241.0;0.16;0.8125;2.28125;1.4375;4.0
68;3;8;1260.0;0.1;0.42857142857142855;4.785714285714286;0.2857142857142857;0.0
69;8;4;3041.0;0.48;1.1891891891891893;0.8918918918918919;1.6756756756756757;17.0
70;6;4;128.0;0.16;0.0;0.2857142857142857;0.7142857142857143;0.0
71;3;8;806.0;0.01;0.0;7.777777777777778;0.3333333333333333;0.0
72;9;8;1057.0;0.71;1.3076923076923077;0.6153846153846154;0.8461538461538461;10.0
73;1;8;3051.0;0.06;0.22857142857142856;2.4857142857142858;0.8;2.0
74;3;8;1302.0;0.09;0.2222222222222222;3.888888888888889;0.0;0.0
75;2;8;169.0;0.02;0.0;1.4285714285714286;0.0;0.0
76;6;8;867.0;0.04;0.07692307692307693;6.538461538461538;0.23076923076923078;0.0
77;9;8;388.0;0.73;0.375;0.1875;0.125;4.0
78;3;5;994.0;0.1;0.0;2.6666666666666665;0.08333333333333333;0.0
79;8;8;1830.0;0.15;0.8461538461538461;3.5;1.1153846153846154;3.0
80;3;8;1640.0;0.05;0.15789473684210525;8.052631578947368;0.15789473684210525;1.0
81;9;8;2202.0;0.48;1.0;0.5;0.9375;14.0
82;1;8;914.0;0.02;0.0;2.066666666666667;1.2666666666666666;0.0
83;3;8;2290.0;0.24;0.46153846153846156;6.769230769230769;0.3076923076923077;4.0
84;3;8;2086.0;0.05;0.037037037037037035;2.6666666666666665;0.037037037037037035;0.0
85;8;8;794.0;0.2;1.0;2.0;1.0909090909090908;2.0
86;3;8;2243.0;0.07;0.2857142857142857;5.5;0.10714285714285714;5.0
87;3;8;2338.0;0.07;0.14814814814814814;4.814814814814815;0.07407407407407407;2.0
89;6;8;1846.0;0.25;0.9583333333333334;4.5;0.9166666666666666;7.0
90;7;8;2163.0;0.17;0.5;6.8076923076923075;1.1153846153846154;4.0
91;2;8;241.0;0.09;0.6666666666666666;2.6666666666666665;11.333333333333334;0.0
92;8;8;1503.0;0.44;1.368421052631579;2.6842105263157894;2.1578947368421053;7.0
93;7;8;69.0;0.0;0.0;0.0;0.5;0.0
94;8;8;1194.0;0.34;0.4642857142857143;0.5;0.6071428571428571;5.0
95;6;8;1948.0;0.42;0.6470588235294118;2.5588235294117645;0.8235294117647058;9.0
96;6;8;3260.0;0.06;0.47368421052631576;9.842105263157896;0.3157894736842105;1.0
97;8;8;443.0;0.6;1.1666666666666667;0.6666666666666666;1.0833333333333333;3.0
98;3;8;3034.0;0.05;0.19444444444444445;2.638888888888889;0.1111111111111111;6.0
100;3;6;2353.0;0.03;0.14285714285714285;2.5;0.03571428571428571;2.0
101;1;8;1500.0;0.06;0.2;2.7;0.9;0.0
102;9;8;934.0;0.42;0.4782608695652174;0.43478260869565216;0.6956521739130435;3.0
103;6;8;1575.0;0.26;0.6538461538461539;6.5;0.23076923076923078;6.0
104;7;8;1493.0;0.12;0.46875;2.5625;0.34375;3.0
106;8;8;2750.0;0.39;1.0303030303030303;2.4545454545454546;2.787878787878788;6.0
107;1;8;1451.0;0.04;0.047619047619047616;2.6666666666666665;0.5238095238095238;1.0
108;6;5;1982.0;0.24;0.6538461538461539;2.0;0.5384615384615384;4.0
109;1;8;2398.0;0.07;0.24242424242424243;2.272727272727273;0.6060606060606061;0.0
110;3;7;1178.0;0.05;0.07142857142857142;8.0;0.35714285714285715;0.0
111;2;7;2824.0;0.06;0.17647058823529413;6.882352941176471;0.38235294117647056;0.0
112;3;7;2534.0;0.04;0.0;2.903225806451613;0.3225806451612903;0.0
113;8;8;125.0;0.12;0.0;0.125;0.125;0.0
114;9;8;1618.0;0.27;0.5517241379310345;0.6551724137931034;1.0344827586206897;4.0
115;6;8;2571.0;0.1;0.23529411764705882;5.117647058823529;0.35294117647058826;3.0
117;3;8;1503.0;0.03;0.05555555555555555;2.5;2.111111111111111;0.0
118;3;8;1926.0;0.07;0.25925925925925924;4.555555555555555;0.07407407407407407;2.0
119;8;8;74.0;0.44;0.5;0.5;0.5;0.0
120;9;5;2155.0;0.44;0.7575757575757576;1.0909090909090908;0.696969696969697;9.0
121;6;5;41.0;0.23;0.0;1.6666666666666667;0.0;0.0
122;3;7;2554.0;0.05;0.2;1.5666666666666667;0.1;0.0
123;3;5;1547.0;0.02;0.0;1.8888888888888888;0.7222222222222222;0.0
124;3;5;521.0;0.0;0.0;3.1666666666666665;0.5;0.0
125;8;5;1454.0;0.07;0.13333333333333333;1.0666666666666667;1.1666666666666667;1.0
126;6;8;1456.0;0.29;0.9545454545454546;4.454545454545454;0.45454545454545453;6.0
127;7;5;2617.0;0.31;0.9117647058823529;2.323529411764706;0.38235294117647056;10.0
129;6;5;1904.0;0.01;0.03333333333333333;3.3666666666666667;0.23333333333333334;0.0
130;3;8;2967.0;0.09;0.29411764705882354;7.5;0.11764705882352941;4.0
131;4;5;2115.0;0.03;0.125;1.9375;1.34375;0.0
132;3;5;90.0;0.02;0.0;0.0;1.0;0.0
133;1;5;1654.0;0.08;0.3333333333333333;2.9047619047619047;0.5714285714285714;1.0
134;3;8;1001.0;0.08;0.07692307692307693;1.0769230769230769;0.38461538461538464;1.0
135;8;5;376.0;0.38;0.23076923076923078;0.3076923076923077;0.23076923076923078;0.0
136;7;5;784.0;0.23;0.7142857142857143;3.2857142857142856;0.9285714285714286;4.0
137;3;6;3085.0;0.07;0.22857142857142856;6.571428571428571;0.05714285714285714;2.0
138;7;8;2430.0;0.21;0.5625;4.3125;1.78125;6.0
139;3;5;1433.0;0.02;0.10526315789473684;2.0;0.2631578947368421;0.0
140;6;5;2153.0;0.05;0.23076923076923078;3.8846153846153846;0.5769230769230769;1.0
141;8;5;2261.0;0.08;0.35294117647058826;1.5294117647058822;1.2058823529411764;3.0
142;6;5;804.0;0.09;0.3333333333333333;1.75;0.4166666666666667;1.0
143;8;5;2853.0;0.28;0.7368421052631579;0.7105263157894737;1.394736842105263;7.0
144;7;7;901.0;0.2;0.5294117647058824;0.8823529411764706;1.9411764705882353;3.0
145;8;7;2240.0;0.24;0.6756756756756757;1.027027027027027;1.5945945945945945;8.0
146;9;7;1034.0;0.25;0.7333333333333333;0.6666666666666666;1.4;3.0
147;6;8;2850.0;0.14;0.3157894736842105;4.7894736842105265;1.9210526315789473;4.0
148;6;7;2354.0;0.02;0.029411764705882353;5.382352941176471;0.2647058823529412;0.0
149;9;7;1133.0;0.45;0.44;0.32;0.52;7.0
150;3;5;1440.0;0.02;0.1875;5.1875;0.25;0.0
151;9;7;2509.0;0.45;1.1875;2.21875;1.03125;19.0
152;3;7;2122.0;0.03;0.037037037037037035;1.6666666666666667;0.5555555555555556;0.0
153;3;7;62.0;0.03;0.0;1.0;0.0;0.0
154;3;7;1306.0;0.0;0.0;1.6470588235294117;2.0588235294117645;0.0
155;6;8;2307.0;0.09;0.34375;7.6875;0.40625;2.0
156;3;7;1656.0;0.01;0.1;3.1;1.2;1.0
157;6;8;2354.0;0.1;0.21875;4.1875;0.0;3.0
158;6;8;2387.0;0.09;0.24242424242424243;2.787878787878788;1.0303030303030303;1.0
160;2;7;2373.0;0.06;0.09090909090909091;3.757575757575758;0.8484848484848485;3.0
161;6;7;66.0;0.03;1.0;0.0;0.0;0.0
162;9;7;996.0;0.45;0.37037037037037035;0.4444444444444444;0.5925925925925926;5.0
163;9;7;264.0;0.3;0.3333333333333333;0.0;0.6666666666666666;0.0
164;7;7;616.0;0.12;0.21428571428571427;1.0714285714285714;1.0714285714285714;1.0
166;6;4;2538.0;0.03;0.1724137931034483;5.689655172413793;0.8275862068965517;0.0
167;8;4;2855.0;0.16;0.7575757575757576;2.0606060606060606;1.3636363636363635;5.0
168;8;4;586.0;0.31;0.2692307692307692;0.34615384615384615;0.3076923076923077;2.0
169;3;7;1055.0;0.07;0.16666666666666666;6.0;0.25;1.0
170;3;4;696.0;0.0;0.1111111111111111;2.888888888888889;0.8888888888888888;0.0
171;3;7;3203.0;0.03;0.08333333333333333;6.222222222222222;0.5;0.0
172;7;4;2527.0;0.36;1.0625;1.96875;0.625;13.0
173;8;4;1299.0;0.15;0.16666666666666666;0.4166666666666667;0.375;0.0
174;3;8;2427.0;0.01;0.03571428571428571;4.214285714285714;0.5357142857142857;0.0
176;9;4;50.0;0.22;0.0;0.0;0.0;0.0
177;3;8;2425.0;0.05;0.14285714285714285;3.392857142857143;0.5;0.0
178;2;4;2275.0;0.07;0.16666666666666666;1.4;0.23333333333333334;1.0
180;3;4;2959.0;0.03;0.21212121212121213;2.3636363636363638;0.3333333333333333;2.0
181;6;8;1268.0;0.03;0.038461538461538464;3.576923076923077;0.46153846153846156;0.0
182;1;4;1417.0;0.01;0.058823529411764705;2.0588235294117645;1.4705882352941178;0.0
183;1;4;46.0;0.0;0.0;0.0;0.0;0.0
184;8;4;644.0;0.15;0.16666666666666666;0.5833333333333334;0.6666666666666666;1.0
185;4;4;1473.0;0.09;0.28;0.96;0.4;0.0
186;9;4;167.0;0.17;0.16666666666666666;0.3333333333333333;2.1666666666666665;0.0
187;3;8;2741.0;0.06;0.15151515151515152;3.212121212121212;0.5151515151515151;2.0
188;8;8;698.0;0.39;0.4117647058823529;0.23529411764705882;0.29411764705882354;4.0
189;6;8;2588.0;0.02;0.0967741935483871;6.548387096774194;0.8387096774193549;1.0
191;8;8;1293.0;0.22;1.1111111111111112;3.4444444444444446;2.0555555555555554;8.0
192;8;8;918.0;0.23;0.5882352941176471;1.6470588235294117;2.176470588235294;3.0
193;7;8;502.0;0.23;0.4;0.3;1.3;1.0
194;3;8;709.0;0.04;0.08333333333333333;2.6666666666666665;0.3333333333333333;0.0
195;6;6;3264.0;0.23;0.5405405405405406;3.891891891891892;1.3513513513513513;5.0
196;6;8;1776.0;0.15;0.42424242424242425;3.1515151515151514;0.9393939393939394;4.0
197;3;8;542.0;0.0;0.0;6.428571428571429;0.0;0.0
198;8;8;3002.0;0.76;2.5555555555555554;5.5;5.111111111111111;34.0
199;3;8;2268.0;0.07;0.2857142857142857;2.7142857142857144;0.5714285714285714;3.0
200;6;8;28.0;0.0;0.0;0.0;9.0;0.0
201;3;8;2273.0;0.04;0.2222222222222222;4.37037037037037;0.037037037037037035;3.0
202;3;8;2221.0;0.04;0.1;3.4;1.7;1.0
203;3;8;1500.0;0.01;0.08333333333333333;2.0416666666666665;1.5;0.0
204;7;8;602.0;0.27;0.2777777777777778;0.7777777777777778;1.0555555555555556;2.0
205;9;8;2897.0;0.67;1.6666666666666667;0.9090909090909091;1.393939393939394;25.0
207;3;8;2160.0;0.15;0.25;1.125;0.16666666666666666;3.0
208;1;8;840.0;0.06;0.4;3.6;0.1;1.0
209;7;8;468.0;0.24;0.4;0.6666666666666666;0.26666666666666666;1.0
210;3;8;3420.0;0.07;0.21052631578947367;3.9473684210526314;0.631578947368421;2.0
211;4;8;888.0;0.07;0.0;2.1818181818181817;1.5454545454545454;0.0
212;3;8;1285.0;0.0;0.0;2.176470588235294;0.17647058823529413;0.0
213;8;8;1153.0;0.21;0.7619047619047619;0.9047619047619048;2.6666666666666665;3.0
214;6;8;90.0;0.73;1.0;1.0;2.0;1.0
215;9;8;110.0;0.08;0.0;0.0;1.0;0.0
216;3;7;3060.0;0.11;0.3235294117647059;3.764705882352941;0.29411764705882354;5.0
217;3;7;3000.0;0.06;0.11428571428571428;2.342857142857143;0.2571428571428571;3.0
218;3;8;2329.0;0.02;0.10344827586206896;4.0;0.8620689655172413;1.0
219;9;8;2172.0;1.23;1.6;0.9333333333333333;1.0;29.0
220;3;8;1755.0;0.12;0.2;3.0;0.3;2.0
221;2;8;1609.0;0.1;0.18181818181818182;4.045454545454546;0.22727272727272727;1.0
222;8;8;2005.0;0.31;0.6551724137931034;1.4137931034482758;0.5172413793103449;8.0
224;6;8;23.0;1.26;0.0;1.0;0.0;0.0
225;6;7;2614.0;0.08;0.22580645161290322;4.741935483870968;1.7096774193548387;4.0
226;8;8;1203.0;0.25;0.4;2.25;1.4;5.0
227;8;8;1507.0;0.3;0.9047619047619048;2.238095238095238;1.380952380952381;5.0
228;6;8;1621.0;0.23;0.6521739130434783;6.0;1.391304347826087;7.0
229;6;8;1515.0;0.05;0.24;3.72;0.44;1.0
231;3;8;904.0;0.02;0.18181818181818182;3.5454545454545454;0.5454545454545454;0.0
232;7;7;2357.0;0.15;0.5151515151515151;2.393939393939394;0.8484848484848485;1.0
234;3;8;1851.0;0.03;0.1111111111111111;4.703703703703703;1.5555555555555556;1.0
235;9;8;726.0;0.68;1.0;0.5;0.14285714285714285;8.0
236;3;8;1935.0;0.08;0.13636363636363635;2.590909090909091;0.045454545454545456;2.0
237;9;1;429.0;0.23;0.2222222222222222;0.2222222222222222;1.0;1.0
239;3;8;1902.0;0.01;0.0;5.434782608695652;0.6521739130434783;0.0
240;8;1;1347.0;0.19;0.5;0.8888888888888888;1.9444444444444444;3.0
242;7;8;1043.0;0.17;0.47058823529411764;3.411764705882353;0.7058823529411765;2.0
243;9;1;57.0;0.24;1.0;0.0;0.0;0.0
244;6;7;1797.0;0.15;0.7142857142857143;3.7142857142857144;0.75;3.0
245;7;1;807.0;0.17;0.9166666666666666;0.5833333333333334;1.25;2.0
246;5;1;14.0;2.61;0.0;0.0;0.0;0.0
247;9;1;1417.0;0.32;0.7083333333333334;0.4583333333333333;0.9166666666666666;4.0
248;3;4;3060.0;0.04;0.14705882352941177;2.8529411764705883;0.20588235294117646;3.0
249;7;1;1043.0;0.13;0.5625;0.5625;2.5625;1.0
250;6;7;2258.0;0.12;0.21875;6.25;0.5625;1.0
251;3;1;1007.0;0.01;0.0;4.076923076923077;0.3076923076923077;0.0
252;8;1;664.0;0.71;1.0;0.45454545454545453;0.18181818181818182;8.0
253;3;5;2560.0;0.04;0.03333333333333333;2.7666666666666666;0.16666666666666666;0.0
254;7;1;944.0;0.16;0.25;2.0;2.1666666666666665;2.0
255;1;1;326.0;0.02;0.2222222222222222;0.7777777777777778;0.4444444444444444;0.0
256;9;1;880.0;0.29;0.625;0.5;0.3125;2.0
257;1;1;478.0;0.06;0.4444444444444444;0.5555555555555556;1.6666666666666667;1.0
258;3;1;2141.0;0.03;0.20689655172413793;2.5517241379310347;1.5862068965517242;1.0
259;1;1;1112.0;0.08;0.23529411764705882;0.7058823529411765;0.8823529411764706;0.0
260;3;8;2127.0;0.07;0.1724137931034483;3.1724137931034484;0.034482758620689655;2.0
261;6;8;1912.0;0.19;0.6923076923076923;2.230769230769231;0.2692307692307692;9.0
262;8;1;857.0;0.07;0.14285714285714285;0.5238095238095238;1.0476190476190477;0.0
264;8;1;702.0;0.33;0.7272727272727273;0.7272727272727273;0.9090909090909091;1.0
265;3;1;957.0;0.05;0.07692307692307693;2.6923076923076925;0.15384615384615385;1.0
266;6;1;1153.0;0.05;0.2857142857142857;2.0;0.5;1.0
267;3;8;1973.0;0.02;0.0;2.130434782608696;0.21739130434782608;0.0
268;3;1;2390.0;0.01;0.03225806451612903;1.6451612903225807;0.5806451612903226;0.0
269;7;8;2824.0;0.29;0.5833333333333334;4.694444444444445;1.6944444444444444;9.0
270;6;5;2955.0;0.1;0.23529411764705882;4.264705882352941;1.5588235294117647;6.0
271;3;7;2586.0;0.03;0.16666666666666666;1.8333333333333333;0.1;0.0
273;3;8;1716.0;0.03;0.08333333333333333;3.4166666666666665;0.9583333333333334;1.0
274;1;6;2370.0;0.01;0.10344827586206896;2.4482758620689653;0.6206896551724138;0.0
275;1;8;362.0;0.03;0.0;3.142857142857143;0.14285714285714285;0.0
276;7;6;1364.0;0.06;0.4444444444444444;1.8888888888888888;1.2592592592592593;2.0
277;7;8;129.0;0.37;1.0;1.0;1.5;0.0
278;7;6;216.0;0.45;0.625;0.5;0.75;2.0
279;9;6;359.0;0.4;0.5;0.3;0.1;1.0
280;1;6;2080.0;0.06;0.25;2.0;0.5416666666666666;2.0
281;3;8;640.0;0.02;0.1111111111111111;2.5555555555555554;0.2222222222222222;0.0
282;2;6;2405.0;0.04;0.03125;2.71875;0.1875;1.0
284;8;6;24.0;0.16;0.0;0.0;0.0;0.0
285;7;8;554.0;0.21;0.21428571428571427;1.5714285714285714;1.0714285714285714;0.0
286;1;6;992.0;0.02;0.07142857142857142;1.5;1.2857142857142858;1.0
287;8;6;2476.0;0.1;0.4;2.0285714285714285;1.7714285714285714;4.0
288;9;6;1974.0;0.42;0.8064516129032258;0.5483870967741935;0.6774193548387096;11.0
290;3;8;2536.0;0.11;0.20689655172413793;1.0344827586206897;0.06896551724137931;4.0
291;9;6;1061.0;0.3;0.9333333333333333;0.3333333333333333;1.0;7.0
292;8;6;252.0;0.04;0.14285714285714285;0.5714285714285714;0.8571428571428571;0.0
293;6;6;303.0;0.02;0.0;1.5714285714285714;0.7142857142857143;0.0
294;3;6;135.0;0.02;0.3333333333333333;0.6666666666666666;1.0;0.0
295;9;6;10.0;0.0;0.0;0.0;0.0;0.0
296;9;6;854.0;0.54;0.7058823529411765;0.35294117647058826;0.4117647058823529;8.0
297;8;6;1699.0;0.15;0.53125;0.96875;1.0;4.0
298;8;5;468.0;0.03;0.09090909090909091;0.45454545454545453;0.09090909090909091;0.0
299;6;5;558.0;0.0;0.0;4.75;0.625;0.0
300;3;5;3240.0;0.06;0.19444444444444445;2.5;0.027777777777777776;3.0
301;9;5;1617.0;0.39;0.7692307692307693;0.46153846153846156;0.5769230769230769;6.0
302;5;5;1591.0;0.14;0.20833333333333334;0.5833333333333334;0.9166666666666666;1.0
303;6;8;2171.0;0.05;0.1111111111111111;8.37037037037037;0.3333333333333333;1.0
304;3;5;2856.0;0.07;0.06060606060606061;1.4848484848484849;0.06060606060606061;2.0
305;3;5;2365.0;0.05;0.25;2.5;0.32142857142857145;3.0
306;3;5;127.0;0.0;0.0;0.0;0.0;0.0
307;3;5;946.0;0.03;0.08333333333333333;1.5833333333333333;0.5;0.0
308;3;6;1419.0;0.05;0.25;4.6875;0.875;1.0
309;3;5;2830.0;0.06;0.08823529411764706;3.2941176470588234;0.9705882352941176;0.0
310;3;5;1760.0;0.06;0.16;2.08;0.72;1.0
312;6;5;711.0;0.03;0.08333333333333333;1.1666666666666667;0.5;1.0
313;7;5;265.0;0.36;0.3;0.3;0.5;3.0
314;5;5;341.0;0.04;0.0;0.625;0.5;0.0
315;8;5;2065.0;0.23;0.42857142857142855;0.7857142857142857;1.5714285714285714;4.0
316;7;8;1790.0;0.23;1.0;3.5454545454545454;1.2727272727272727;3.0
317;6;5;2770.0;0.06;0.34375;4.34375;0.59375;3.0
318;3;8;807.0;0.04;0.25;4.75;0.3333333333333333;2.0
320;8;5;2827.0;0.26;0.8235294117647058;2.3823529411764706;2.4705882352941178;10.0
321;3;7;2324.0;0.1;0.2962962962962963;4.2592592592592595;0.4074074074074074;3.0
322;9;5;916.0;0.35;0.7857142857142857;0.6428571428571429;0.35714285714285715;4.0
323;4;5;108.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
325;8;5;2015.0;0.37;0.6;0.42857142857142855;1.4;8.0
326;3;7;2914.0;0.03;0.21212121212121213;2.9696969696969697;1.0;2.0
327;9;5;957.0;0.36;0.6;0.35;0.45;3.0
328;6;7;2657.0;0.05;0.28125;3.625;1.75;1.0
329;3;8;2225.0;0.08;0.08;6.0;0.08;2.0
330;8;5;2856.0;0.23;0.8857142857142857;2.4;1.9714285714285715;12.0
331;7;5;1022.0;0.16;0.3076923076923077;2.0;1.0;2.0
332;8;5;799.0;0.59;0.5625;0.3125;0.5;4.0
333;6;5;1484.0;0.01;0.047619047619047616;2.619047619047619;0.42857142857142855;0.0
334;3;5;675.0;0.0;0.0;4.625;0.25;0.0
335;3;5;1428.0;0.0;0.0;2.6315789473684212;0.7894736842105263;0.0
336;3;5;1703.0;0.02;0.10526315789473684;3.8947368421052633;1.368421052631579;0.0
337;9;5;1934.0;0.26;0.4827586206896552;0.9310344827586207;1.4137931034482758;4.0
339;3;5;3092.0;0.01;0.05714285714285714;4.085714285714285;1.3428571428571427;0.0
340;6;6;2541.0;0.18;0.9090909090909091;2.6363636363636362;0.9393939393939394;8.0
341;6;5;8.0;0.0;0.0;1.0;0.0;0.0
342;6;8;2137.0;0.12;0.5172413793103449;5.758620689655173;0.6896551724137931;3.0
343;3;5;2850.0;0.09;0.0625;3.40625;0.4375;1.0
344;6;8;1193.0;0.08;0.25;3.15;1.35;1.0
345;8;6;611.0;0.24;0.17647058823529413;0.4117647058823529;0.23529411764705882;0.0
346;3;6;3353.0;0.06;0.21052631578947367;2.0789473684210527;0.13157894736842105;2.0
347;6;6;2237.0;0.02;0.06896551724137931;5.137931034482759;1.7241379310344827;0.0
348;6;8;527.0;0.02;0.16666666666666666;2.5833333333333335;0.16666666666666666;1.0
349;3;5;2790.0;0.03;0.12903225806451613;2.5161290322580645;0.3225806451612903;0.0
350;1;6;3002.0;0.01;0.17142857142857143;2.6285714285714286;0.45714285714285713;1.0
351;9;6;1088.0;0.4;0.625;0.16666666666666666;0.20833333333333334;4.0
352;3;6;2705.0;0.02;0.03125;3.03125;0.34375;0.0
353;2;6;2004.0;0.08;0.5;1.4230769230769231;0.19230769230769232;5.0
354;6;8;1988.0;0.07;0.06666666666666667;4.2;0.43333333333333335;0.0
355;7;8;761.0;0.03;0.16666666666666666;3.0;0.5;0.0
356;7;6;1995.0;0.13;0.5;0.96875;1.34375;2.0
357;8;6;2453.0;0.28;0.5151515151515151;1.1515151515151516;1.9696969696969697;8.0
358;3;8;2086.0;0.02;0.1111111111111111;2.888888888888889;0.1111111111111111;0.0
359;8;6;596.0;0.18;0.2608695652173913;0.34782608695652173;0.8260869565217391;2.0
360;7;6;985.0;0.14;0.2;0.75;0.75;0.0
361;1;6;2071.0;0.02;0.1111111111111111;1.8888888888888888;0.7777777777777778;1.0
362;7;6;1286.0;0.25;1.0;1.4736842105263157;1.105263157894737;5.0
363;6;5;1568.0;0.1;0.4444444444444444;3.1481481481481484;0.7037037037037037;0.0
364;9;6;1981.0;0.34;0.7142857142857143;0.5;0.8928571428571429;8.0
365;8;4;32.0;0.0;0.0;0.0;0.0;0.0
366;3;4;2236.0;0.01;0.04;2.56;0.36;0.0
367;7;4;311.0;0.06;0.07692307692307693;0.6923076923076923;0.46153846153846156;0.0
368;3;4;2016.0;0.0;0.04;2.6;0.52;0.0
369;3;4;1600.0;0.09;0.05263157894736842;1.7894736842105263;0.10526315789473684;1.0
370;3;5;134.0;0.03;0.0;2.5;0.5;0.0
371;3;5;3238.0;0.02;0.05555555555555555;1.2777777777777777;0.8333333333333334;1.0
372;6;1;702.0;0.06;0.0;2.3333333333333335;2.25;0.0
373;9;4;849.0;0.21;0.4375;0.625;0.1875;2.0
374;1;5;2210.0;0.07;0.19230769230769232;2.1538461538461537;0.23076923076923078;1.0
375;7;4;1984.0;0.18;0.5;0.5625;0.78125;5.0
